Time,/TestDriver/testHarness/chiptop0/system/tile_prci_domain/element_reset_domain_rockettile/core/,/TestDriver/testHarness/chiptop0/system/tile_prci_domain/element_reset_domain_rockettile/core/rf_ext/,/TestDriver/testHarness/chiptop0/system/tile_prci_domain/element_reset_domain_rockettile/core/ibuf/,/TestDriver/testHarness/chiptop0/system/tile_prci_domain/element_reset_domain_rockettile/core/csr/,/TestDriver/testHarness/chiptop0/system/tile_prci_domain/element_reset_domain_rockettile/core/div/
925435,1370000.0,340200.0,101800.0,161400.0,5300.0
925499,2420000.0,511200.0,191400.0,219900.0,11300.0
925501,2250000.0,266500.0,136800.0,272100.0,119300.0
925503,1040000.0,155700.0,11100.0,271800.0,340300.0
925505,760000.0,139300.0,9500.0,166400.0,321900.0
925539,2190000.0,393700.0,244400.0,269800.0,3400.0
925571,1560000.0,274100.0,220200.0,212800.0,4500.0
925973,1960000.0,176300.0,274900.0,42900.0,3000.0
926095,1470000.0,324300.0,224100.0,115700.0,4300.0
926097,1100000.0,222300.0,179100.0,21500.0,2400.0
926099,1680000.0,378200.0,248000.0,234100.0,-300.0
926101,970000.0,225200.0,96500.0,163400.0,-100.0
926103,1850000.0,407400.0,269600.0,191800.0,100.0
926113,1680000.0,390800.0,199400.0,189700.0,-200.0
926399,2410000.0,516800.0,191100.0,222800.0,11300.0
926401,2220000.0,270700.0,136500.0,262100.0,119300.0
926403,990000.0,158400.0,11100.0,237100.0,339000.0
926405,760000.0,142400.0,9500.0,167800.0,323000.0
926439,2220000.0,406700.0,244400.0,287900.0,3400.0
926459,1640000.0,368400.0,91200.0,184200.0,0.0
926471,1550000.0,271700.0,224000.0,218600.0,4500.0
926551,1580000.0,349500.0,207600.0,243300.0,-100.0
926995,1620000.0,408200.0,222200.0,112800.0,4300.0
926997,1100000.0,222500.0,178800.0,21700.0,2400.0
926999,1680000.0,386600.0,249600.0,238500.0,-300.0
927001,960000.0,230600.0,95300.0,164300.0,-100.0
927003,1850000.0,415200.0,268400.0,183700.0,100.0
927013,1700000.0,403200.0,200000.0,192600.0,-200.0
927183,1230000.0,184300.0,175600.0,144600.0,0.0
927299,2400000.0,509400.0,197000.0,220500.0,11300.0
927301,2260000.0,274600.0,142300.0,272500.0,118900.0
927303,1030000.0,159200.0,10900.0,255200.0,339800.0
927305,780000.0,142600.0,9300.0,171000.0,323100.0
927339,2200000.0,405100.0,239800.0,268700.0,3400.0
927371,1520000.0,265500.0,219600.0,206700.0,4500.0
927483,1290000.0,239000.0,257300.0,265800.0,-200.0
927823,1580000.0,318700.0,272300.0,247700.0,-200.0
927895,1580000.0,343000.0,221500.0,130400.0,4300.0
927897,1100000.0,221900.0,177400.0,23100.0,2300.0
927899,1690000.0,370900.0,251300.0,240800.0,-300.0
927901,980000.0,226100.0,95700.0,175800.0,0.0
927903,1840000.0,414900.0,268400.0,188800.0,100.0
927913,1680000.0,395600.0,200100.0,196400.0,-200.0
928199,2420000.0,515900.0,191900.0,231700.0,11300.0
928201,2230000.0,267300.0,137100.0,271000.0,118700.0
928203,1010000.0,153900.0,11100.0,246100.0,340700.0
928205,760000.0,137700.0,9400.0,164900.0,321900.0
928239,2230000.0,431000.0,244700.0,269500.0,3400.0
928397,920000.0,136300.0,40700.0,282800.0,-100.0
928507,1110000.0,144300.0,95800.0,43300.0,-600.0
928795,1570000.0,346500.0,222800.0,113900.0,4200.0
928797,1120000.0,224100.0,179700.0,28100.0,2600.0
928799,1670000.0,376000.0,248500.0,222300.0,-300.0
928801,970000.0,227000.0,96000.0,170900.0,-200.0
928803,1850000.0,409200.0,267900.0,182600.0,100.0
928813,1690000.0,390500.0,200400.0,199500.0,-200.0
929019,2060000.0,248500.0,235500.0,142100.0,3900.0
929099,2420000.0,527000.0,187900.0,223400.0,11300.0
929101,2240000.0,267200.0,134700.0,282000.0,118700.0
929103,1030000.0,157000.0,10100.0,264900.0,340100.0
929105,760000.0,140000.0,8500.0,166800.0,318600.0
929139,2170000.0,394500.0,245500.0,272700.0,3500.0
929171,1540000.0,260500.0,221300.0,220700.0,4500.0
929531,1080000.0,248400.0,168300.0,28600.0,-100.0
929671,1350000.0,198900.0,205600.0,143300.0,253300.0
929695,1530000.0,345400.0,223200.0,116200.0,4300.0
929697,1090000.0,218300.0,179900.0,25300.0,2400.0
929699,1690000.0,385300.0,248200.0,236400.0,-300.0
929701,980000.0,220500.0,97800.0,186300.0,-100.0
929703,1860000.0,419300.0,267200.0,185800.0,0.0
929713,1680000.0,395000.0,200200.0,195200.0,-200.0
929999,2420000.0,517000.0,197400.0,219900.0,11400.0
930001,2210000.0,270200.0,141500.0,249000.0,118700.0
930003,1020000.0,152300.0,11100.0,264000.0,341300.0
930005,760000.0,135700.0,9500.0,167700.0,321600.0
930039,2190000.0,395100.0,239500.0,290300.0,3300.0
930071,1550000.0,289200.0,220300.0,223300.0,4500.0
930251,940000.0,158500.0,38000.0,286300.0,-100.0
930555,1600000.0,443100.0,131000.0,219200.0,100.0
930595,1550000.0,336500.0,221300.0,112400.0,4300.0
930597,1110000.0,224800.0,180000.0,23700.0,2400.0
930599,1680000.0,373100.0,248300.0,233500.0,-300.0
930601,990000.0,234500.0,96300.0,186900.0,-100.0
930603,1850000.0,415100.0,268000.0,182300.0,0.0
930613,1680000.0,396400.0,200800.0,189800.0,-200.0
930859,2180000.0,418400.0,226100.0,162800.0,4700.0
930899,2400000.0,517500.0,196900.0,219300.0,11300.0
930901,2250000.0,265500.0,142200.0,254800.0,119400.0
930903,1050000.0,153100.0,11200.0,278300.0,339700.0
930905,760000.0,135900.0,9500.0,172700.0,322200.0
930939,2230000.0,405900.0,245700.0,275100.0,3400.0
930971,1530000.0,258400.0,220500.0,214500.0,4500.0
931495,1610000.0,348900.0,223800.0,121300.0,4300.0
931497,1140000.0,221900.0,183300.0,24200.0,2400.0
931499,1710000.0,369600.0,252200.0,238200.0,-300.0
931501,1020000.0,229200.0,99100.0,201600.0,-100.0
931503,1890000.0,427600.0,269900.0,199900.0,0.0
931507,1690000.0,348900.0,315900.0,91700.0,-300.0
931513,1690000.0,397700.0,199900.0,190600.0,-200.0
931579,1200000.0,200100.0,197700.0,81100.0,-500.0
931799,2450000.0,517600.0,192300.0,230400.0,11300.0
931801,2220000.0,267600.0,136700.0,254000.0,119400.0
931803,1040000.0,157700.0,11100.0,266900.0,339400.0
931805,760000.0,140900.0,9400.0,164100.0,321700.0
931839,2270000.0,425200.0,245000.0,274900.0,3400.0
932099,960000.0,133900.0,44400.0,278400.0,-100.0
932395,1570000.0,351600.0,222500.0,112700.0,4300.0
932397,1100000.0,222500.0,179300.0,23400.0,2500.0
932399,1660000.0,379800.0,249700.0,207800.0,-300.0
932401,980000.0,225900.0,96200.0,163000.0,-100.0
932403,1860000.0,411500.0,267700.0,184800.0,0.0
932413,1690000.0,393500.0,201200.0,192300.0,-200.0
932603,1800000.0,246200.0,281500.0,319700.0,-300.0
932697,2380000.0,271100.0,253500.0,242400.0,1200.0
932699,2450000.0,517600.0,198400.0,220700.0,11300.0
932701,2250000.0,268800.0,142200.0,264200.0,119500.0
932703,1060000.0,158500.0,11100.0,284200.0,340700.0
932705,760000.0,140200.0,9500.0,166500.0,321200.0
932739,2210000.0,418300.0,244800.0,273900.0,3400.0
932771,1550000.0,266900.0,219800.0,210800.0,4500.0
933295,1520000.0,348300.0,222800.0,115900.0,4300.0
933297,1070000.0,225400.0,180000.0,21100.0,2400.0
933299,1690000.0,383500.0,246900.0,217100.0,-300.0
933301,990000.0,234700.0,95500.0,177000.0,-100.0
933303,1870000.0,417400.0,269200.0,195500.0,0.0
933313,1710000.0,399900.0,204000.0,188600.0,-200.0
933345,910000.0,239600.0,214500.0,64000.0,-100.0
933599,2450000.0,516400.0,192700.0,222700.0,9300.0
933601,2220000.0,272900.0,136800.0,252200.0,112500.0
933603,1040000.0,158700.0,11100.0,249400.0,345800.0
933605,780000.0,142500.0,9800.0,166000.0,325200.0
933627,1680000.0,455900.0,235000.0,149200.0,-300.0
933639,2180000.0,382700.0,244000.0,283900.0,3400.0
933671,1550000.0,269900.0,220700.0,222200.0,4500.0
933947,960000.0,135600.0,50300.0,296000.0,-100.0
934195,1560000.0,338100.0,223800.0,113600.0,4200.0
934197,1110000.0,222300.0,182900.0,21400.0,2400.0
934199,1710000.0,377600.0,252500.0,225000.0,-300.0
934201,1000000.0,223900.0,99500.0,177900.0,-100.0
934203,1860000.0,412000.0,272000.0,184300.0,0.0
934213,1790000.0,392500.0,223500.0,201700.0,-200.0
934499,2420000.0,516000.0,193300.0,224400.0,11300.0
934501,2230000.0,267200.0,138700.0,262000.0,119500.0
934503,1040000.0,151900.0,11300.0,267700.0,340500.0
934505,780000.0,135300.0,11500.0,170600.0,324400.0
934539,2210000.0,399400.0,245200.0,270300.0,3300.0
934545,2090000.0,293800.0,117600.0,28100.0,200.0
934571,1540000.0,268500.0,222500.0,208900.0,4500.0
934651,1580000.0,337300.0,206900.0,233200.0,-100.0
935095,1600000.0,340200.0,231200.0,129400.0,4200.0
935097,1160000.0,225200.0,191600.0,23100.0,2300.0
935099,1740000.0,367600.0,258200.0,223300.0,-300.0
935101,1060000.0,235200.0,95300.0,196200.0,0.0
935103,1840000.0,422900.0,266800.0,189700.0,0.0
935113,1690000.0,396300.0,200300.0,196100.0,-200.0
935181,1660000.0,340100.0,304100.0,40500.0,200.0
935399,2480000.0,543900.0,188500.0,228000.0,13400.0
935401,2230000.0,280900.0,136200.0,259500.0,119400.0
935403,1030000.0,157400.0,11500.0,260200.0,338800.0
935405,760000.0,139900.0,8500.0,163800.0,323300.0
935439,2210000.0,400800.0,240300.0,276700.0,3400.0
935675,1130000.0,147600.0,95100.0,41500.0,-700.0
935795,970000.0,137900.0,46500.0,277600.0,-100.0
935995,1560000.0,356500.0,222400.0,114700.0,4200.0
935997,1110000.0,222700.0,178700.0,30600.0,2500.0
935999,1640000.0,349500.0,248900.0,229300.0,-300.0
936001,960000.0,226000.0,95000.0,167200.0,-100.0
936003,1850000.0,408900.0,268000.0,182600.0,0.0
936013,1690000.0,395000.0,200400.0,193800.0,-200.0
936299,2420000.0,512100.0,196400.0,221600.0,11400.0
936301,2250000.0,270300.0,141900.0,277800.0,118700.0
936303,1050000.0,154800.0,11200.0,279500.0,340800.0
936305,750000.0,137400.0,9500.0,165500.0,321200.0
936339,2180000.0,400500.0,243000.0,260600.0,3500.0
936371,1530000.0,272200.0,221000.0,205600.0,4500.0
936389,890000.0,101600.0,178900.0,53900.0,-100.0
936699,1090000.0,238700.0,164100.0,28700.0,-100.0
936895,1590000.0,403500.0,222700.0,116100.0,4300.0
936897,1090000.0,225200.0,179900.0,25000.0,2400.0
936899,1690000.0,383500.0,248600.0,241200.0,-300.0
936901,990000.0,233300.0,97700.0,180700.0,-100.0
936903,1840000.0,414600.0,266700.0,187000.0,0.0
936913,1690000.0,400100.0,200200.0,193000.0,-200.0
937023,1560000.0,264600.0,273300.0,105600.0,3500.0
937199,2420000.0,517900.0,197600.0,223300.0,10800.0
937201,2210000.0,269800.0,141300.0,246200.0,118400.0
937203,1010000.0,155000.0,11100.0,242000.0,340800.0
937205,770000.0,137700.0,9500.0,170900.0,321100.0
937239,2210000.0,406600.0,243400.0,276600.0,3400.0
937271,1560000.0,266900.0,222400.0,229900.0,4500.0
937643,950000.0,131400.0,47200.0,289000.0,-100.0
937723,1580000.0,319400.0,263500.0,241500.0,-200.0
937795,1560000.0,347100.0,224600.0,112800.0,4200.0
937797,1110000.0,219500.0,182200.0,24400.0,2400.0
937799,1680000.0,371800.0,253300.0,244100.0,-300.0
937801,980000.0,222900.0,99800.0,191000.0,-100.0
937803,1850000.0,407100.0,269400.0,190600.0,0.0
937813,1690000.0,396000.0,199900.0,194700.0,-200.0
938099,2360000.0,525000.0,192200.0,220700.0,10700.0
938101,2220000.0,265000.0,136900.0,257800.0,119300.0
938103,1030000.0,152400.0,11300.0,269200.0,341000.0
938105,780000.0,137200.0,9700.0,190000.0,321100.0
938139,2230000.0,401900.0,240800.0,265800.0,3400.0
938171,1530000.0,265400.0,219800.0,207800.0,4500.0
938225,1730000.0,422500.0,259100.0,146100.0,-200.0
938695,1580000.0,354800.0,220500.0,121900.0,4200.0
938697,1130000.0,223000.0,179900.0,24500.0,2300.0
938699,1710000.0,377800.0,248300.0,244100.0,-300.0
938701,990000.0,232200.0,91400.0,193000.0,0.0
938703,1860000.0,421200.0,272700.0,190100.0,0.0
938713,1680000.0,396800.0,200400.0,189900.0,-200.0
938747,1270000.0,416700.0,148400.0,133400.0,200.0
938861,1540000.0,336900.0,178800.0,191900.0,-300.0
938999,2400000.0,515500.0,191300.0,235900.0,11300.0
939001,2230000.0,266500.0,136900.0,263100.0,119500.0
939003,1020000.0,156500.0,11100.0,248900.0,338200.0
939005,760000.0,140300.0,9500.0,165400.0,322000.0
939039,2220000.0,398300.0,243300.0,277500.0,3400.0
939495,680000.0,246900.0,135100.0,70900.0,-400.0
939595,1610000.0,409400.0,222400.0,112400.0,4200.0
939597,1090000.0,223300.0,179600.0,23300.0,2400.0
939599,1650000.0,380000.0,250300.0,214400.0,-300.0
939601,950000.0,224900.0,95800.0,159600.0,-100.0
939603,1850000.0,412200.0,268000.0,185900.0,0.0
939613,1690000.0,392600.0,200100.0,190200.0,-200.0
939771,1650000.0,342900.0,208800.0,182600.0,300.0
939899,2400000.0,509800.0,191400.0,222300.0,11300.0
939901,2260000.0,272700.0,136400.0,263200.0,119400.0
939903,1050000.0,159100.0,11100.0,266200.0,339300.0
939905,780000.0,141300.0,9500.0,167400.0,321300.0
939939,2190000.0,390400.0,244200.0,264500.0,3500.0
939971,1530000.0,261200.0,222000.0,206800.0,4500.0
940067,1290000.0,246500.0,255900.0,258300.0,-200.0
940495,1560000.0,385900.0,223800.0,116200.0,4200.0
940497,1080000.0,223800.0,179500.0,21700.0,2300.0
940499,1690000.0,390000.0,248500.0,225000.0,-300.0
940501,970000.0,225000.0,97700.0,172500.0,0.0
940503,1860000.0,416500.0,268100.0,191400.0,0.0
940513,1700000.0,400100.0,200000.0,192000.0,-200.0
940697,1160000.0,251600.0,201500.0,126500.0,600.0
940795,2430000.0,441700.0,242700.0,192900.0,4800.0
940799,2410000.0,518600.0,191600.0,220500.0,11400.0
940801,2210000.0,270500.0,136700.0,252200.0,119400.0
940803,990000.0,153000.0,11100.0,232000.0,337700.0
940805,770000.0,136500.0,9500.0,167000.0,322400.0
940839,2190000.0,382800.0,239200.0,289200.0,3400.0
940871,1610000.0,272100.0,236600.0,219600.0,4500.0
941337,2290000.0,398800.0,216000.0,206200.0,-600.0
941395,1530000.0,329400.0,222800.0,113100.0,4200.0
941397,1090000.0,225300.0,179200.0,21200.0,2400.0
941399,1680000.0,380700.0,247800.0,229000.0,-300.0
941401,980000.0,232100.0,94700.0,174500.0,0.0
941403,1830000.0,416000.0,267800.0,182400.0,0.0
941413,1700000.0,399500.0,200700.0,193400.0,-200.0
941699,2380000.0,518900.0,193300.0,221400.0,11300.0
941701,2250000.0,271700.0,140000.0,261600.0,119400.0
941703,1020000.0,158100.0,10100.0,248700.0,338500.0
941705,770000.0,140800.0,8500.0,171800.0,321600.0
941739,2190000.0,407600.0,239300.0,265000.0,3500.0
941771,1530000.0,265600.0,218200.0,208400.0,4500.0
941819,810000.0,190500.0,91800.0,61500.0,500.0
941915,1390000.0,241800.0,262100.0,283900.0,-300.0
942295,1610000.0,381000.0,221900.0,128900.0,4200.0
942297,1110000.0,219900.0,179900.0,23300.0,2300.0
942299,1720000.0,391200.0,249200.0,230900.0,-300.0
942301,990000.0,226500.0,97200.0,184000.0,100.0
942303,1850000.0,424700.0,266500.0,188200.0,0.0
942313,1680000.0,402600.0,200000.0,196800.0,-200.0
942535,1390000.0,347400.0,101800.0,169600.0,5300.0
942599,2400000.0,504700.0,197500.0,231500.0,11300.0
942601,2220000.0,272900.0,142100.0,262300.0,119100.0
942603,1010000.0,158000.0,11100.0,242100.0,339600.0
942605,760000.0,141900.0,9500.0,164600.0,321600.0
942639,2240000.0,392700.0,251400.0,269600.0,3400.0
942843,820000.0,138000.0,85400.0,8900.0,-1400.0
943185,1580000.0,435800.0,266000.0,27600.0,13100.0
943195,1560000.0,376200.0,222600.0,114500.0,4200.0
943197,1080000.0,225600.0,179500.0,28300.0,2600.0
943199,1650000.0,371400.0,248200.0,228700.0,-300.0
943201,950000.0,232400.0,96500.0,159200.0,-300.0
943203,1830000.0,409300.0,266800.0,183100.0,0.0
943213,1690000.0,391100.0,200400.0,199600.0,-200.0
943499,2420000.0,519900.0,197100.0,223000.0,11400.0
943501,2250000.0,272500.0,141300.0,272800.0,119500.0
943503,1030000.0,157800.0,11100.0,258600.0,340100.0
943505,770000.0,140300.0,9500.0,167900.0,321200.0
943539,2210000.0,409100.0,244500.0,273000.0,3500.0
943571,1540000.0,269500.0,221700.0,213100.0,4500.0
943769,1470000.0,245200.0,265500.0,282200.0,-400.0
943867,1050000.0,237700.0,163900.0,28000.0,-100.0
944095,1550000.0,353100.0,224200.0,116500.0,4300.0
944097,1110000.0,228100.0,183900.0,28400.0,2500.0
944099,1690000.0,369400.0,249900.0,249600.0,-300.0
944101,980000.0,232800.0,100200.0,181700.0,-300.0
944103,1880000.0,429500.0,269000.0,185000.0,100.0
944113,1710000.0,401900.0,201100.0,195800.0,-200.0
944375,1470000.0,271900.0,221500.0,138300.0,-100.0
944399,2400000.0,525500.0,198300.0,221100.0,11400.0
944401,2220000.0,266000.0,141700.0,238500.0,119300.0
944403,1010000.0,153100.0,11100.0,256300.0,340000.0
944405,760000.0,136500.0,9500.0,167900.0,322200.0
944439,2170000.0,364700.0,244500.0,277700.0,3400.0
944471,1550000.0,272500.0,219800.0,222300.0,4500.0
944891,2670000.0,319600.0,166300.0,442800.0,-800.0
944995,1580000.0,353000.0,223400.0,112300.0,4300.0
944997,1120000.0,223100.0,182000.0,23900.0,2500.0
944999,1670000.0,376800.0,249300.0,239900.0,-400.0
945001,980000.0,232000.0,97000.0,175500.0,-300.0
945003,1860000.0,416800.0,269500.0,181000.0,100.0
945013,1750000.0,408100.0,207000.0,190900.0,-200.0
945021,1780000.0,422800.0,242200.0,22900.0,-100.0
945299,2380000.0,515900.0,197200.0,217100.0,11300.0
945301,2260000.0,271700.0,143300.0,246200.0,118500.0
945303,1070000.0,159400.0,12500.0,274100.0,341300.0
945305,800000.0,142200.0,11400.0,172900.0,321400.0
945339,2230000.0,413000.0,242300.0,270400.0,3500.0
945371,1550000.0,267200.0,222500.0,211100.0,4500.0
945617,1330000.0,243700.0,270900.0,275700.0,-200.0
945895,1630000.0,381200.0,224600.0,121600.0,4300.0
945897,1160000.0,226500.0,184900.0,24300.0,2400.0
945899,1720000.0,375800.0,259000.0,243700.0,-400.0
945901,1040000.0,235900.0,109100.0,186600.0,-200.0
945903,1920000.0,418500.0,285200.0,192700.0,100.0
945913,1710000.0,394800.0,199700.0,210200.0,-200.0
945915,1790000.0,509400.0,238500.0,207400.0,0.0
946199,2410000.0,505800.0,199600.0,230300.0,11300.0
946201,2260000.0,276000.0,144000.0,243900.0,157500.0
946203,1040000.0,160300.0,11100.0,262000.0,344100.0
946205,760000.0,142500.0,9500.0,163800.0,322500.0
946221,790000.0,109800.0,27600.0,215500.0,-1400.0
946239,2230000.0,398200.0,241400.0,272100.0,3400.0
946795,1610000.0,394700.0,220000.0,113400.0,4200.0
946797,1100000.0,224700.0,177200.0,23500.0,2500.0
946799,1640000.0,382000.0,247700.0,213900.0,-300.0
946801,940000.0,223200.0,95700.0,150800.0,-300.0
946803,1860000.0,414800.0,267400.0,184000.0,100.0
946813,1670000.0,386800.0,200600.0,197600.0,-200.0
946859,1010000.0,239100.0,234700.0,84100.0,-200.0
946939,1320000.0,417700.0,125100.0,253400.0,100.0
947099,2400000.0,513700.0,196800.0,220900.0,11400.0
947101,2230000.0,270800.0,141900.0,254900.0,119100.0
947103,1050000.0,156700.0,11100.0,279200.0,340900.0
947105,760000.0,138900.0,9500.0,166600.0,321400.0
947139,2180000.0,389700.0,239300.0,274100.0,3500.0
947171,1540000.0,271100.0,220500.0,204400.0,4500.0
947465,1470000.0,234300.0,277600.0,277700.0,-400.0
947695,1510000.0,321200.0,222500.0,115500.0,4300.0
947697,1080000.0,223800.0,180000.0,21700.0,2400.0
947699,1660000.0,369300.0,248400.0,224900.0,-300.0
947701,960000.0,228400.0,96500.0,164500.0,-200.0
947703,1870000.0,409100.0,268500.0,201200.0,100.0
947713,1680000.0,393000.0,200500.0,190000.0,-200.0
947963,1600000.0,364400.0,222700.0,113100.0,0.0
947999,2410000.0,517700.0,188400.0,220700.0,11400.0
948001,2200000.0,271300.0,134900.0,240800.0,118600.0
948003,1010000.0,153300.0,10100.0,246300.0,340500.0
948005,760000.0,137400.0,8500.0,166600.0,321100.0
948039,2190000.0,379200.0,240100.0,285600.0,3400.0
948063,570000.0,212600.0,11800.0,180800.0,-100.0
948071,1540000.0,257400.0,220300.0,219400.0,4500.0
948595,1600000.0,392700.0,223300.0,113300.0,4300.0
948597,1100000.0,227200.0,179300.0,22200.0,2500.0
948599,1690000.0,379400.0,249000.0,237000.0,-300.0
948601,980000.0,228500.0,96100.0,173200.0,-200.0
948603,1860000.0,409500.0,268100.0,183900.0,100.0
948613,1680000.0,395800.0,199900.0,189200.0,-200.0
948695,610000.0,151700.0,33100.0,115600.0,-100.0
948899,2380000.0,511400.0,197000.0,219300.0,11300.0
948901,2230000.0,265200.0,142300.0,252300.0,118800.0
948903,1030000.0,153700.0,11100.0,262300.0,340000.0
948905,770000.0,136500.0,9500.0,170800.0,322300.0
948939,2190000.0,392000.0,239400.0,266900.0,3400.0
948971,1520000.0,260600.0,220600.0,207800.0,4500.0
948987,690000.0,149900.0,76600.0,41300.0,11900.0
949313,1390000.0,232600.0,277600.0,299500.0,-200.0
949495,1590000.0,343600.0,222300.0,136100.0,4300.0
949497,1130000.0,225200.0,179200.0,35000.0,2400.0
949499,1710000.0,384400.0,249000.0,229500.0,-300.0
949501,980000.0,226700.0,95100.0,177700.0,-100.0
949503,1860000.0,417900.0,266500.0,188200.0,100.0
949513,1680000.0,397100.0,200500.0,190700.0,-200.0
949799,2440000.0,517600.0,194700.0,231100.0,11300.0
949801,2210000.0,269400.0,137100.0,250400.0,118800.0
949803,1030000.0,156100.0,11100.0,255400.0,339800.0
949805,760000.0,138900.0,9500.0,164200.0,321500.0
949839,2240000.0,417000.0,243800.0,275700.0,3400.0
949903,710000.0,108600.0,58900.0,151900.0,9200.0
950011,2000000.0,175500.0,268200.0,45900.0,3000.0
950395,1620000.0,389100.0,223000.0,118000.0,4300.0
950397,1130000.0,227300.0,183300.0,37200.0,2500.0
950399,1660000.0,377900.0,253000.0,257900.0,-300.0
950401,950000.0,236800.0,99500.0,152900.0,-200.0
950403,1860000.0,416600.0,269600.0,181800.0,100.0
950413,1710000.0,405800.0,200400.0,191500.0,-200.0
950539,1270000.0,417000.0,121200.0,252700.0,0.0
950699,2400000.0,504800.0,191900.0,223300.0,11400.0
950701,2230000.0,265000.0,137100.0,264300.0,119300.0
950703,1040000.0,156400.0,11100.0,273800.0,340500.0
950705,760000.0,139900.0,9500.0,167200.0,321600.0
950739,2200000.0,393700.0,243900.0,264100.0,3400.0
950771,1540000.0,265800.0,224000.0,212500.0,4500.0
951035,1040000.0,241100.0,160000.0,32000.0,-100.0
951161,1330000.0,238300.0,265100.0,283900.0,-200.0
951295,1580000.0,405700.0,222600.0,116700.0,4300.0
951297,1090000.0,225900.0,179700.0,24900.0,2400.0
951299,1670000.0,381800.0,248300.0,245600.0,-300.0
951301,970000.0,233400.0,96500.0,167700.0,-200.0
951303,1870000.0,417600.0,268600.0,185700.0,100.0
951313,1700000.0,403000.0,199500.0,194400.0,-200.0
951599,2450000.0,515300.0,192000.0,221800.0,11400.0
951601,2230000.0,274800.0,136800.0,251500.0,119000.0
951603,1010000.0,158000.0,10900.0,242700.0,340600.0
951605,760000.0,142200.0,9300.0,167700.0,321400.0
951639,2230000.0,429000.0,239700.0,286000.0,3300.0
951671,1580000.0,263200.0,225100.0,243200.0,4500.0
951743,1530000.0,287600.0,267900.0,117300.0,21000.0
952059,950000.0,135800.0,52300.0,287000.0,-100.0
952195,1590000.0,362200.0,222300.0,112800.0,4300.0
952197,1110000.0,221800.0,179400.0,24000.0,2400.0
952199,1660000.0,377600.0,247900.0,245800.0,-300.0
952201,970000.0,224800.0,94900.0,172400.0,-200.0
952203,1850000.0,410100.0,268800.0,183500.0,100.0
952213,1670000.0,387300.0,200400.0,190000.0,-200.0
952375,1500000.0,403200.0,183900.0,249800.0,-300.0
952499,2360000.0,513200.0,191000.0,221000.0,11300.0
952501,2260000.0,270700.0,137000.0,261000.0,119000.0
952503,1040000.0,158200.0,11200.0,269300.0,338600.0
952505,790000.0,140900.0,9500.0,183100.0,322300.0
952539,2190000.0,397800.0,243900.0,267300.0,3500.0
952571,1510000.0,263500.0,217400.0,208700.0,4500.0
953015,1870000.0,208000.0,118900.0,239300.0,4100.0
953083,1090000.0,197600.0,118800.0,39200.0,7300.0
953095,1580000.0,345100.0,223100.0,121600.0,4300.0
953097,1130000.0,219000.0,179800.0,24200.0,2300.0
953099,1700000.0,376700.0,250400.0,248800.0,-300.0
953101,980000.0,227600.0,96200.0,180800.0,-100.0
953103,1860000.0,413200.0,267600.0,189400.0,100.0
953113,1690000.0,394300.0,200300.0,195200.0,-200.0
953399,2390000.0,501900.0,197000.0,236100.0,11300.0
953401,2240000.0,270400.0,142200.0,260300.0,118700.0
953403,1030000.0,155700.0,11100.0,250900.0,341200.0
953405,760000.0,138200.0,9500.0,165100.0,322000.0
953439,2210000.0,397800.0,244300.0,275700.0,3400.0
953585,1010000.0,244100.0,151000.0,29000.0,-100.0
953995,1530000.0,316000.0,222000.0,112900.0,4300.0
953997,1110000.0,224300.0,180300.0,23500.0,2500.0
953999,1630000.0,384200.0,247700.0,219100.0,-300.0
954001,940000.0,226200.0,96000.0,146200.0,-200.0
954003,1860000.0,411800.0,268300.0,185800.0,100.0
954013,1700000.0,393900.0,200400.0,198100.0,-200.0
954107,1670000.0,219200.0,244600.0,169300.0,-300.0
954211,1280000.0,231000.0,168200.0,78200.0,-400.0
954299,2370000.0,504700.0,190000.0,222400.0,11300.0
954301,2260000.0,271500.0,134000.0,270200.0,119400.0
954303,1040000.0,158200.0,10100.0,269200.0,340000.0
954305,760000.0,140400.0,8500.0,167000.0,322700.0
954339,2210000.0,392300.0,259600.0,267100.0,3500.0
954371,1520000.0,265600.0,217900.0,206800.0,4500.0
954863,2210000.0,278900.0,230100.0,177900.0,-200.0
954895,1540000.0,374000.0,222600.0,116200.0,4300.0
954897,1070000.0,224000.0,179700.0,21700.0,2400.0
954899,1660000.0,376300.0,247600.0,229700.0,-300.0
954901,960000.0,233400.0,97400.0,158700.0,-100.0
954903,1860000.0,413300.0,266900.0,190600.0,100.0
954913,1700000.0,395800.0,200800.0,189200.0,-200.0
955131,1740000.0,431500.0,223600.0,184400.0,-100.0
955199,2380000.0,515600.0,195200.0,221600.0,11200.0
955201,2220000.0,268500.0,144900.0,260400.0,119300.0
955203,990000.0,156700.0,11100.0,233600.0,339600.0
955205,760000.0,139700.0,9500.0,166700.0,318500.0
955239,2160000.0,374700.0,240000.0,287100.0,3400.0
955271,1540000.0,265200.0,220400.0,219700.0,4500.0
955433,1450000.0,228700.0,233500.0,28200.0,7400.0
955795,1570000.0,360500.0,222300.0,113100.0,4300.0
955797,1100000.0,219900.0,179900.0,21500.0,2400.0
955799,1670000.0,375000.0,249100.0,233800.0,-300.0
955801,970000.0,230100.0,95300.0,160000.0,-100.0
955803,1860000.0,413300.0,270100.0,183500.0,100.0
955813,1740000.0,400400.0,212400.0,193500.0,-200.0
